Coordenadas Geográficas	Cidade, Estado, País	Specific photovoltaic power output
-08.992409°,-040.272554°	Rua Olímpio Angelim, Lagoa Grande, Pernambuco, Brazil	1654.3
-08.662426°,-036.323519°	Avenida Dezenove de Maio, Lajedo, Pernambuco, Brazil	1597.7
-07.877979°,-035.452835°	Rua Alfredo Gomes e Oliveira, Limoeiro, Pernambuco, Brazil	1528.1
-07.555°,-035.452778°	Rua Manoel Panguengue, Macaparana, Pernambuco, Brazil	1522.5
-07.690924°,-035.510286°	Estrada de Siqueira, Machados, Pernambuco, Brazil	1502.8
-08.963039°,-037.626008°	Praça Nossa Senhora da Conceição, Manari, Pernambuco, Brazil	1660.0
-08.802778°,-035.828889°	unnamed road, Maraial, Pernambuco, Brazil	1504.3
-08.1°,-038.733333°	Mirandiba, Pernambuco, Brazil	1676.0
-07.633574°,-039.550842°	Rua Prefeito José Alves de Queiroz, Moreilândia, Pernambuco, Brazil	1630.9
-08.11861°,-035.09222°	Rua Artur Mendonça, Moreno, Pernambuco, Brazil	1604.6
-07.741944°,-035.227778°	Travessa Francisco Simplicio Pessoa, Nazaré da Mata, Pernambuco, Brazil	1551.1
-08°,-034.883333°	Rua Patricia, Olinda, Pernambuco, Brazil	1652.9
-07.745°,-035.601944°	Avenida José Baracho de França, Orobó, Pernambuco, Brazil	1562.5
-08.62°,-039.601944°	Rua Governador Agmenon Magalhães, Orocó, Pernambuco, Brazil	1676.3
-07.885632°,-040.082953°	Praça Voluntario da Patria, Ouricuri, Pernambuco, Brazil	1624.2
-08.682778°,-035.591944°	Rua Coronel Izacio, Palmares, Pernambuco, Brazil	1515.2
-08.933333°,-036.283333°	unnamed road, Angelim, Pernambuco, Brazil	1570.6
-08.66389°,-036.0058°	Rua Doutor Manoel Borba, Panelas, Pernambuco, Brazil	1563.9
-08.920088°,-036.658222°	Rua Francisco de Paula Neto, Paranatama, Pernambuco, Brazil	1637.7
-08.091165°,-039.579014°	Rua Agamenon Magalhães, Parnamirim, Pernambuco, Brazil	1645.3
-07.995°,-035.580833°	unnamed road, Passira, Pernambuco, Brazil	1520.0
-07.896944°,-035.18°	Travessa Marechal Deodoro, Paudalho, Pernambuco, Brazil	1601.4
-07.940833°,-034.872778°	Rua Dom Vital, Paulista, Pernambuco, Brazil	1629.2
-08.500655°,-036.947858°	Rua Petrolino Lima, Pedra, Pernambuco, Brazil	1583.0
-07.404545°,-035.111145°	Rua Fernando Cunha Lima, Pedras de Fogo, Paraíba, Brazil	1628.6
-08.361667°,-036.694722°	Travessa Major Panta, Pesqueira, Pernambuco, Brazil	1557.3
-08.981223°,-038.220234°	Rua da Matriz, Petrolândia, Pernambuco, Brazil	1658.5
-09.379181°,-040.512396°	Avenida Fernando Farias, Petrolina, Pernambuco, Brazil	1733.6
-08.185833°,-036.705°	Avenida Alfredo Magalhães, Poção, Pernambuco, Brazil	1668.5
-08.140833°,-035.395833°	unnamed road, Pombos, Pernambuco, Brazil	1584.4
-08.337778°,-035.355°	unnamed road, Primavera, Pernambuco, Brazil	1479.2
-08.825059°,-036.011524°	Rua Jose Ferreira da Silva, Quipapá, Pernambuco, Brazil	1516.9
-07.719582°,-037.846788°	Rua Solidonio Pereira, Quixaba, Pernambuco, Brazil	1689.2
-08.055189°,-034.871176°	Rua do Brum, Recife, Pernambuco, Brazil	1670.5
-08.133333°,-035.866667°	unnamed road, Riacho das Almas, Pernambuco, Brazil	1542.4
-08.510213°,-035.37441°	Avenida Radio Clube, Ribeirão, Pernambuco, Brazil	1555.6
-08.666667°,-035.15°	unnamed road, Rio Formoso, Pernambuco, Brazil	1607.4
-08.333333°,-035.65°	unnamed road, Sairé, Pernambuco, Brazil	1573.7
-07.93583°,-035.6328°	unnamed road, Salgadinho, Pernambuco, Brazil	1540.6
-08.074853°,-039.121207°	Rua Olegario Manoel da Silva, Salgueiro, Pernambuco, Brazil	1636.7
-08.966667°,-036.65°	Estrada Miracica Saloa, Saloá, Pernambuco, Brazil	1580.3
-08.361415°,-036.562969°	Avenida João Alves Leite, Sanharó, Pernambuco, Brazil	1574.9
-08.240256°,-040.332519°	Rua Valdemario Soares, Santa Cruz, Pernambuco, Brazil	1617.4
-07.818909°,-038.153621°	Rua Joaquim Antonio da Fronte, Santa Cruz da Baixa Verde, Pernambuco, Brazil	1721.4
-07.954422°,-036.198611°	Rua Amaro Monteiro do Nascimento, Santa Cruz do Capibaribe, Pernambuco, Brazil	1605.0
-08.162778°,-040.615833°	Rua Ursulino R. da Silva, Santa Filomena, Pernambuco, Brazil	1683.9
-08.808889°,-039.825°	Rua Monsenhor Angello Sampaio, Santa Maria da Boa Vista, Pernambuco, Brazil	1652.4
-07.833409°,-035.880779°	Rua Miguel Usanio Neto, Santa Maria do Cambucá, Pernambuco, Brazil	1598.4
-07.377778°,-037.48°	Rua Silvino Leite, Santa Terezinha, Pernambuco, Brazil	1733.8
-08.809591°,-035.933661°	Rua Doutor Jose Mariano, São Benedito do Sul, Pernambuco, Brazil	1502.0
-08.520339°,-036.445346°	unnamed road, São Bento do Una, Pernambuco, Brazil	1575.1
-08.32835°,-036.139933°	Rua Salustiano Ferreira de Lima, São Caetano, Pernambuco, Brazil	1550.3
-08.875833°,-036.366944°	Avenida Coronel Jose Fernandes, São João, Pernambuco, Brazil	1615.6
-08.416667°,-035.85°	unnamed road, São Joaquim do Monte, Pernambuco, Brazil	1514.1
-08.898483°,-035.145122°	Rua Antonio da Rocha Cavalcante, São José da Coroa Grande, Pernambuco, Brazil	1661.2
-07.870875°,-038.756287°	unnamed road, São José do Belmonte, Pernambuco, Brazil	1703.6
-07.47882°,-037.275993°	Travessa Souza Irmão, São José do Egito, Pernambuco, Brazil	1682.3
-08°,-035.05°	Rua Aloysio Queiroz Monteiro, São Lourenço da Mata, Pernambuco, Brazil	1598.6
-07.59037°,-035.489756°	Rua João de Araújo, São Vicente Ferrer, Pernambuco, Brazil	1529.6
-07.983859°,-038.293612°	Rua Monsenhor Pinto de Campos, Serra Talhada, Pernambuco, Brazil	1672.1
-07.933333°,-039.316667°	unnamed road, Serrita, Pernambuco, Brazil	1645.6
-08.070556°,-037.265833°	Avenida Agamenon Magalhães, Sertânia, Pernambuco, Brazil	1643.9
-08.594722°,-035.113889°	Rua Francisca Romana, Sirinhaém, Pernambuco, Brazil	1617.0
-07.600089°,-037.650718°	Rua Antônio Marços Araujo, Solidão, Pernambuco, Brazil	1714.4
-07.833333°,-035.75°	unnamed road, Surubim, Pernambuco, Brazil	1575.5
-07.583333°,-037.55°	unnamed road, Tabira, Pernambuco, Brazil	1693.3
-08.313964°,-036.293382°	Rua Ines Carmelita de Araujo, Tacaimbó, Pernambuco, Brazil	1528.0
-09.102436°,-038.150024°	unnamed road, Tacaratu, Pernambuco, Brazil	1642.7
-08.757358°,-035.103828°	Rua José Carlos Oliveira, Tamandaré, Pernambuco, Brazil	1662.7
-07.9°,-036.05°	Rua do Hospital, Taquaritinga do Norte, Pernambuco, Brazil	1616.1
-09.055833°,-036.622778°	unnamed road, Terezinha, Pernambuco, Brazil	1589.0
-08.23°,-039.375833°	Rua Major Raimundo de Sá, Terra Nova, Pernambuco, Brazil	1649.9
-07.512585°,-035.318905°	Praça Jader de Andrade, Timbaúba, Pernambuco, Brazil	1551.3
-08.003302°,-036.060719°	Rua João Soares de Jesus, Toritama, Pernambuco, Brazil	1534.8
-07.805°,-035.24°	Rua Severino Gomes de Freitas, Tracunhaém, Pernambuco, Brazil	1575.8
-07.765176°,-040.268408°	Rua Vinte e Nove de Janeiro, Trindade, Pernambuco, Brazil	1645.8
-07.838705°,-038.100514°	Avenida José Bezerra, Triunfo, Pernambuco, Brazil	1723.3
-08.754091°,-037.341269°	Rua Tereza Simões, Tupanatinga, Pernambuco, Brazil	1669.0
-07.600835°,-037.309941°	Rua João Pastora, Tuparetama, Pernambuco, Brazil	1697.3
-08.57777°,-036.876408°	Rua Antonio Belio, Venturosa, Pernambuco, Brazil	1582.5
-07.916667°,-038.983333°	unnamed road, Verdejante, Pernambuco, Brazil	1658.1
-07.77139°,-035.8503°	Rua da Aurora, Vertente do Lério, Pernambuco, Brazil	1586.7
-07.905406°,-035.988395°	Rua Amaro Joaquim de Santana, Vertentes, Pernambuco, Brazil	1562.2
-07.666667°,-035.333333°	unnamed road, Vicência, Pernambuco, Brazil	1504.2
-08.114361°,-035.285757°	Rua Hermenegildo do Amaral Costa, Vitória de Santo Antão, Pernambuco, Brazil	1571.2
-08.816667°,-035.616667°	Estrada para Usina Santa Terezinha, Xexéu, Pernambuco, Brazil	1533.2
-18.484312°,-047.404182°	MG-190 Rua Tiradentes, Abadia dos Dourados, Minas Gerais, Brazil	1690.0
-19.158333°,-045.452222°	Rua Teodoro de Paiva, Abaeté, Minas Gerais, Brazil	1695.1
-20.3°,-042.483333°	Rua Fortunato de Abreu e Silva, Abre Campo, Minas Gerais, Brazil	1466.0
-20.35°,-043.15°	Estrada para Goiabeiras, Furquim, Minas Gerais, Brazil	1472.6
-19.076878°,-042.54773°	unnamed road, Açucena, Minas Gerais, Brazil	1393.0
-17.995833°,-042.388889°	Praça da Matriz, Água Boa, Minas Gerais, Brazil	1471.0
-20.055833°,-048.108889°	Rua Vinte e Sete, Água Comprida, Minas Gerais, Brazil	1659.7
-20.95°,-045.383333°	Estrada dos Maias, Aguanil, Minas Gerais, Brazil	1611.4
-17.081944°,-040.935833°	Rua Pampam, Águas Formosas, Minas Gerais, Brazil	1470.5
-15.75°,-041.466667°	Rua Anfilofio José das Virgens, Águas Vermelhas, Minas Gerais, Brazil	1501.8
-19.49583°,-041.06389°	Rua Frei Pio Maria Nierga, Aimorés, Minas Gerais, Brazil	1463.6
-21.976435°,-044.603457°	Rua Coronel Oswald, Aiuruoca, Minas Gerais, Brazil	1556.9
-22.166667°,-044.633333°	unnamed road, Alagoa, Minas Gerais, Brazil	1496.8
-22.200833°,-046.615833°	Rua João Moriconi, Albertina, Minas Gerais, Brazil	1599.9
-21.879101°,-042.694853°	Rua São Geraldo, Além Paraíba, Minas Gerais, Brazil	1444.9
-21.433333°,-045.95°	Rua Expedicionário Celso Raciop, Alfenas, Minas Gerais, Brazil	1642.1
-21.145834°,-043.775715°	unnamed road, Alfredo Vasconcelos, Minas Gerais, Brazil	1511.2
-16.183333°,-040.7°	Rua Pery Ruas Tupy, Almenara, Minas Gerais, Brazil	1487.2
-18.973889°,-041.97°	unnamed road, Alpercata, Minas Gerais, Brazil	1455.8
-20.861964°,-046.389105°	Rua Major João Gonçalves, Alpinópolis, Minas Gerais, Brazil	1660.4
-21.25°,-046.133333°	unnamed road, Alterosa, Minas Gerais, Brazil	1609.4
-20.516667°,-041.9°	unnamed road, Caparao, Minas Gerais, Brazil	1418.4
-21.027263°,-043.423702°	Rodovia Padre Geraldo Machado Mendes, Alto Rio Doce, Minas Gerais, Brazil	1469.4
-19.416441°,-041.727359°	unnamed road, Alvarenga, Minas Gerais, Brazil	1364.0
-20.10762°,-043.057538°	Rua Padre José Marciano, Alvinópolis, Minas Gerais, Brazil	1437.4
-18.732585°,-043.365081°	Rua Tiradentes, Alvorada de Minas, Minas Gerais, Brazil	1469.9
-20.50817°,-042.79902°	Rua Nossa Senhora da Conceição, Amparo da Serra, Minas Gerais, Brazil	1481.3
-22.073041°,-046.574067°	Praça Coronel Antônio Augusto de Oliveira, Andradas, Minas Gerais, Brazil	1549.4
-21.733333°,-044.3°	Rua E, Andrelândia, Minas Gerais, Brazil	1543.8
-17.595962°,-042.165383°	Avenida Independência, Setubinha, Minas Gerais, Brazil	1458.1
-21.317778°,-043.746944°	Rua Gabriela Resende Chaves, Antônio Carlos, Minas Gerais, Brazil	1500.4
-19.6243°,-042.8685°	BR-381, Antônio Dias, Minas Gerais, Brazil	1401.3
-19.198889°,-044.247778°	Rua Inácio Rocha, Araçaí, Minas Gerais, Brazil	1682.0
-21.33774°,-043.378601°	Rua Vereador José Homem de Toledo, Aracitaba, Minas Gerais, Brazil	1460.2
-16.853843°,-042.060581°	Rua Floriano Peixoto, Araçuaí, Minas Gerais, Brazil	1557.1
-18.648889°,-048.186944°	Rua José Patrocínio, Araguari, Minas Gerais, Brazil	1731.0
-21.910833°,-044.255833°	Rua Dona Ovidia, Arantina, Minas Gerais, Brazil	1517.9
-20.666944°,-042.520833°	Rua Benvindo dos Anjos Macedo, Araponga, Minas Gerais, Brazil	1486.1
-18.436944°,-049.186944°	Rua Gabriel Dias, Araporã, Minas Gerais, Brazil	1701.5
-19.035278°,-046.153611°	Rua Abizai Justiniano Ribeiro, Arapuá, Minas Gerais, Brazil	1646.3
-19.948457°,-045.168306°	Avenida Paraná, Araújos, Minas Gerais, Brazil	1657.2
-19.592078°,-046.940552°	Praça São Domingos, Araxá, Minas Gerais, Brazil	1676.3
-20.287414°,-045.540089°	Rua Getúlio Vargas, Arcos, Minas Gerais, Brazil	1652.0
-21.358038°,-046.146405°	Praça Henrique Vieira, Areado, Minas Gerais, Brazil	1622.7
-21.616667°,-042.833333°	Rodovia Darcy Ferreira de Toledo, Argirita, Minas Gerais, Brazil	1471.2
-17.868751°,-042.556374°	unnamed road, Aricanduva, Minas Gerais, Brazil	1474.0
-15.911944°,-046.096389°	Avenida Dois, Arinos, Minas Gerais, Brazil	1752.0
-18.036457°,-041.110922°	Rua Cunha Melo, Ataléia, Minas Gerais, Brazil	1421.7
-18.108889°,-044.266944°	unnamed road, Augusto de Lima, Minas Gerais, Brazil	1698.0
-21.959954°,-044.891379°	Rua Cônego Monte Raso, Baependi, Minas Gerais, Brazil	1599.0
-19.291696°,-043.957248°	Avenida Brasil, Baldim, Minas Gerais, Brazil	1666.9
-20.005833°,-045.976944°	Rua João Bahia, Bambuí, Minas Gerais, Brazil	1654.2
-15.888448°,-040.563528°	Rua Antõnio da Rocha, Bandeira, Minas Gerais, Brazil	1435.3
-21.7833°,-046.383301°	Campestre, Minas Gerais, Brazil	1589.0
-19.945833°,-043.486944°	Rua São Manoel, Barão de Cocais, Minas Gerais, Brazil	1453.3
-21.216667°,-043.766667°	Rua Mato Grosso, Barbacena, Minas Gerais, Brazil	1524.4
-20.283333°,-043.05°	unnamed road, Barra Longa, Minas Gerais, Brazil	1453.9
-21.186993°,-043.976486°	Rua Ladislau Magalhães, Barroso, Minas Gerais, Brazil	1538.1
-19.828985°,-043.0919°	Avenida José Modesto de Ávila, Bela Vista de Minas, Minas Gerais, Brazil	1486.5
-21.95°,-043.416667°	Rua Osório Dama, Belmiro Braga, Minas Gerais, Brazil	1429.5
-19.918177°,-043.937053°	Avenida Amazonas, Regional Centro-Sul, Minas Gerais, Brazil	1639.4
-19.22°,-042.483889°	Rua José Geraldo Rodrigues, Belo Oriente, Minas Gerais, Brazil	1458.1
-20.40549°,-044.017311°	unnamed road, Belo Vale, Minas Gerais, Brazil	1591.1
-16.951944°,-042.465833°	Avenida JK, Berilo, Minas Gerais, Brazil	1545.4
-15.612778°,-041.745°	Rua Brasiliano Ferreira Souto, Berizal, Minas Gerais, Brazil	1527.3
-17.058703°,-040.571369°	Rua Governador Valadares, Bertópolis, Minas Gerais, Brazil	1459.8
-19.967279°,-044.198692°	Avenida Nossa Senhora do Carmo, Regional Centro, Minas Gerais, Brazil	1656.0
-21.606017°,-043.756882°	Rua Prefeito Vieira Fagundes, Bias Fortes, Minas Gerais, Brazil	1430.4
-21.724825°,-043.05879°	Rua Artur Bernades, Bicas, Minas Gerais, Brazil	1450.2
-18.784167°,-045.501667°	Rua Gustavo Capanema, Biquinhas, Minas Gerais, Brazil	1702.0
-21.0953°,-045.561115°	Rua 2 de Novembro, Boa Esperança, Minas Gerais, Brazil	1640.5
-22.166667°,-044.4°	unnamed road, Bocaina de Minas, Minas Gerais, Brazil	1484.4
-17.107778°,-043.815°	Praça Cônego Maurício Gaspar, Bocaiuva, Minas Gerais, Brazil	1682.5
-19.736832°,-045.251584°	Praça da Matriz, Bom Despachoi, Minas Gerais, Brazil	1659.8
-21.95°,-044.183333°	Rua Américo Verspúcio Marques, Bom Jardim de Minas, Minas Gerais, Brazil	1511.9
-21.016944°,-046.522778°	Rua João Pires, Bom Jesus da Penha, Minas Gerais, Brazil	1626.1
-19.709948°,-043.476373°	Avenida Vereador Nhonhô Bicalho, Bom Jesus do Amparo, Minas Gerais, Brazil	1510.3
-19.833333°,-042.316667°	Rua José Altivo Rocha, Bom Jesus do Galho, Minas Gerais, Brazil	1446.2
-22.466667°,-046.15°	Rua Pio XI, Bom Repouso, Minas Gerais, Brazil	1592.7
