Coordenadas Geográficas	Cidade, Estado, País	Specific photovoltaic power output
-23.998894°,-046.413544°	Avenida Ministro Marcos Freire, Praia Grande, São Paulo, Brazil	1291.3
-22.006111°,-051.553056°	Rua Isaltino Brochato, Presidente Bernardes, São Paulo, Brazil	1665.3
-23.298588°,-048.056292°	Rua Coronel Cornélio Vieira de Camargo, Quadra, São Paulo, Brazil	1600.2
-22.537222°,-044.774167°	Rodovia Presidente Dutra, Queluz, São Paulo, Brazil	1434.0
-23.283711°,-045.531322°	Rodovia Otacílio Fernandes da Silva, Redenção da Serra, São Paulo, Brazil	1515.9
-24.4875°,-047.843611°	Rua Koki Kitajima, Registro, São Paulo, Brazil	1255.0
-24.639416°,-049.003324°	unnamed road, Ribeira, São Paulo, Brazil	1316.4
-24.221044°,-048.770023°	Rua Custódio Gomes, Ribeirão Branco, São Paulo, Brazil	1465.1
-24.098679°,-048.365114°	Avenida Eduardo Brisola de Lima, Ribeirão Grande, São Paulo, Brazil	1466.2
-22.407461°,-047.565518°	Avenida 8, Rio Claro, São Paulo, Brazil	1608.9
-19.99°,-049.680833°	Rua Sebastião Rodrigues de Souza, Riolândia, São Paulo, Brazil	1698.8
-23.831954°,-049.431132°	Rua Adão Batista, Riversul, São Paulo, Brazil	1572.8
-22.570644°,-053.052656°	Rodovia Arlindo Bettio, Rosana, São Paulo, Brazil	1651.6
-20.1799°,-050.9978°	unnamed road, Rubinéia, São Paulo, Brazil	1701.6
-22.456111°,-051.763056°	Avenida Damásio Ferreira Rento, Sandovalina, São Paulo, Brazil	1644.4
-20.031944°,-050.727778°	unnamed road, Santa Albertina, São Paulo, Brazil	1699.9
-20.091565°,-050.928268°	Avenida Giuzepe Rondina, Santa Clara d'Oeste, São Paulo, Brazil	1708.4
-22.140049°,-047.452201°	Rua Doutor Jorge Tibiriçá, Santa Cruz da Conceição, São Paulo, Brazil	1640.0
-21.818235°,-047.254487°	Rua Roberto Frisanco, Santa Cruz das Palmeiras, São Paulo, Brazil	1644.3
-20.212386°,-050.926114°	Rua Doze, Santa Fé do Sul, São Paulo, Brazil	1696.2
-22.455983°,-047.532407°	Rua Cinco, Santa Gertrudes, São Paulo, Brazil	1610.7
-21.350833°,-051.755278°	Avenida Brasil, Santa Mercedes, São Paulo, Brazil	1664.2
-21.722113°,-047.494739°	Avenida Professor Oscar de Oliveira Alves, Santa Rita do Passa Quatro, São Paulo, Brazil	1650.3
-21.302778°,-052.830833°	Rua Deputado Julio Cesar Paulino Maia, Santa Rita do Pardo, Mato Grosso do Sul, Brazil	1653.3
-21.722113°,-047.494739°	Avenida Professor Oscar de Oliveira Alves, Santa Rita do Passa Quatro, São Paulo, Brazil	1650.3
-20.248038°,-050.689758°	unnamed road, Santa Salete, São Paulo, Brazil	1681.8
-20.254841°,-050.797216°	Rua João Ortega Alcolea, Santana da Ponte Pensa, São Paulo, Brazil	1688.6
-22.60611°,-046.91944°	unnamed road, Santo Antônio de Posse, São Paulo, Brazil	1639.7
-22.825591°,-045.666567°	Rua Gumercindo Jacinto Faria, Santo Antônio do Pinhal, São Paulo, Brazil	1517.3
-23.956288°,-046.32646°	Avenida Washington Luiz, Santos, São Paulo, Brazil	1238.6
-22.68889°,-045.73083°	Rua XV de Novembro, São Bento do Sapucaí, São Paulo, Brazil	1533.5
-20.359167°,-050.696667°	Avenida Oscar Antonio da Costa, São Francisco, São Paulo, Brazil	1686.7
-21.969545°,-046.79874°	Rua Marechal Deodoro, São João da Boa Vista, São Paulo, Brazil	1599.7
-20.388889°,-050.377778°	Rua Carlos Gomes, São João das Duas Pontes, São Paulo, Brazil	1678.5
-20.513333°,-050.352222°	Rua São João, São João de Iracema, São Paulo, Brazil	1672.9
-20.513333°,-050.352222°	Rua São João, São João de Iracema, São Paulo, Brazil	1672.9
-22.645183°,-044.576834°	Rua Silveira Reis, São José do Barreiro, São Paulo, Brazil	1500.3
-23.221944°,-045.31°	Rua do Carvalho, São Luiz do Paraitinga, São Paulo, Brazil	1537.5
-20.655°,-049.920833°	Rua Gildo Fuliotto, Sebastianópolis do Sul, São Paulo, Brazil	1670.6
-20.364653°,-051.42365°	Rua Rui Barbosa, Selvíria, Mato Grosso do Sul, Brazil	1682.5
-24.381564°,-047.930271°	Rodovia Nequinho Fogaça, Sete Barras, São Paulo, Brazil	1235.7
-22.666892°,-044.852767°	Rua Juvenal Rodrigues Soares, Silveiras, São Paulo, Brazil	1543.6
-20.690649°,-050.922679°	Rua Carlos Alegre Ferreira, Sud Mennucci, São Paulo, Brazil	1682.0
-20.501389°,-051.024722°	unnamed road, Suzanápolis, São Paulo, Brazil	1689.4
-22.389722°,-051.284722°	Rua Manoel Hipólito, Taciba, São Paulo, Brazil	1640.4
-21.702569°,-047.281361°	Rua Nicolau Torelli, Tambaú, São Paulo, Brazil	1652.4
-23.963889°,-047.506944°	Avenida Professor Natan Chaves, Tapiraí, São Paulo, Brazil	1356.4
-23.924444°,-048.693056°	Avenida Lúcia Natália Barreto das Neves, Taquarivaí, São Paulo, Brazil	1518.2
-22.3025°,-051.559167°	Rua Zeferino Soares Branquinho, Tarabai, São Paulo, Brazil	1662.4
-23.355556°,-047.856944°	Rua Santa Cruz, Tatuí, São Paulo, Brazil	1599.8
-22.5325°,-052.1675°	Rua Trifon Infante Algarin, Teodoro Sampaio, São Paulo, Brazil	1637.3
-23.10194°,-047.71472°	Praça Doutor Elias Garcia, Tietê, São Paulo, Brazil	1612.3
-20.45694°,-047.59028°	Rua Florêncio de Abreu, Ribeirão Corrente, São Paulo, Brazil	1658.7
-20.235°,-050.890278°	Rua Vitória Maziero Parra, Três Fronteiras, São Paulo, Brazil	1694.5
-20.760517°,-051.693859°	unnamed road, Três Lagoas, Mato Grosso do Sul, Brazil	1685.5
-21.381111°,-051.570556°	Rua Alvaro Conterato, Tupi Paulista, São Paulo, Brazil	1666.2
-20.933333°,-050.1075°	Turiúba, São Paulo, Brazil	1675.4
-20.053286°,-050.47522°	Rua Cidade de São Paulo, Turmalina, São Paulo, Brazil	1690.3
-23.439444°,-045.07°	Rua Guarani, Ubatuba, São Paulo, Brazil	1281.2
-20.888243°,-049.898103°	Rua São Pedro, União Paulista, São Paulo, Brazil	1672.9
-20.245833°,-050.642778°	Rua Benedito Duarte Mendes, Urânia, São Paulo, Brazil	1686.6
-20.421944°,-050.087778°	Avenida Eduardo Vicente, Valentim Gentil, São Paulo, Brazil	1685.1
-21.831944°,-046.893889°	Praça Capitão João Pinto Fontão, Vargem Grande do Sul, São Paulo, Brazil	1626.2
-20.198901°,-050.487686°	Rua Minas Gerais, Vitória Brasil, São Paulo, Brazil	1687.5
-20.420422°,-049.979342°	Rua Sete de Setembro, Votuporanga, São Paulo, Brazil	1683.2
-21.051944°,-050.050833°	Rua Dom Pedro II, Zacarias, São Paulo, Brazil	1675.3
-10.074079°,-067.046928°	Rua Pedro Rodrigues, Acrelândia, Acre, Brazil	1478.4
-10.939664°,-069.566902°	Rua Eneide María Batista, Assis Brasil, Acre, Brazil	1480.4
-11.002118°,-068.748321°	Rua do Areial, Brasiléia, Acre, Brazil	1498.2
-09.82391°,-067.949317°	Rua Geraldo Mesquita, Bujari, Acre, Brazil	1489.8
-10.572149°,-067.675409°	Rua Francisco Cordeiro de Andrade, Capixaba, Acre, Brazil	1490.3
-07.634497°,-072.668579°	Avenida Vinte e Oito de Setembro, Cruzeiro do Sul, Acre, Brazil	1445.6
-11.028889°,-068.740833°	unnamed road, Epitaciolândia, Acre, Brazil	1496.4
-08.163889°,-070.353889°	Travessa Benjamin Constant, Feijó, Acre, Brazil	1461.1
-09.192512°,-071.94908°	Rua Doutor Francisco Djalma da Silva, Jordão, Acre, Brazil	1456.2
-07.613889°,-072.895833°	Rua 31 de Maio, Mâncio Lima, Acre, Brazil	1449.4
-08.838889°,-069.26°	Rua Paulo VI, Manoel Urbano, Acre, Brazil	1471.1
-08.940833°,-072.791944°	Rua Raimundo Margarida, Marechal Thaumaturgo, Acre, Brazil	1459.4
-10.336904°,-067.184435°	Rua Epaminondas Jácome, Plácido de Castro, Acre, Brazil	1480.0
-09.589748°,-067.533139°	AC-010, Porto Acre, Acre, Brazil	1483.3
-08.266928°,-072.744695°	Rua Wilson Cordeiro, Porto Walter, Acre, Brazil	1465.4
-09.973865°,-067.807541°	Rua Marechal Deodoro, Rio Branco, Acre, Brazil	1483.8
-07.737934°,-072.653701°	Rua Tarauaca, Rodrigues Alves, Acre, Brazil	1453.2
-09.433012°,-070.49356°	Rua Porfírio de Moura, Santa Rosa do Purus, Acre, Brazil	1467.6
-10.154585°,-067.736515°	Rua João Sábino de Paula, Senador Guiomard, Acre, Brazil	1487.8
-08.160833°,-070.765833°	Rua Floriano Peixoto, Tarauacá, Acre, Brazil	1460.8
-10.651601°,-068.503588°	Rua Batista de Morais, Xapuri, Acre, Brazil	1493.9
-28.11278°,-052.90889°	unnamed road, Almirante Tamandaré do Sul, Rio Grande do Sul, Brazil	1573.1
-27.923692°,-053.036486°	Rua da Fonte, Barra Funda, Rio Grande do Sul, Brazil	1549.7
-28.283889°,-052.785833°	Avenida Flores da Cunha, Carazinho, Rio Grande do Sul, Brazil	1559.7
-28.058685°,-053.06722°	ERS-330, Chapada, Rio Grande do Sul, Brazil	1554.9
-28.523889°,-052.993889°	Rua Daniel Nicolini, Colorado, Rio Grande do Sul, Brazil	1546.7
-28.118146°,-052.783369°	Rua Pedro Reinheimer, Coqueiros do Sul, Rio Grande do Sul, Brazil	1556.3
-28.466667°,-052.816667°	Rua Colorado, Não-Me-Toque, Rio Grande do Sul, Brazil	1553.2
-27.993889°,-052.978889°	Rua Elibio Merten, Nova Boa Vista, Rio Grande do Sul, Brazil	1557.0
-27.908889°,-053.107778°	Rua 20 de Setembro, Novo Barreiro, Rio Grande do Sul, Brazil	1561.6
-27.889214°,-053.305572°	Avenida Independência, Palmeira das Missões, Rio Grande do Sul, Brazil	1579.4
-28.262354°,-052.408987°	Rua Coronel Chicuta, Passo Fundo, Rio Grande do Sul, Brazil	1557.4
-28.061061°,-052.678877°	Rua Bom Jesus, Pontão, Rio Grande do Sul, Brazil	1569.0
-28.4°,-053.1°	Rua Carlos Coiseritz, Saldanha Marinho, Rio Grande do Sul, Brazil	1556.2
-28.374027°,-053.251973°	Rua Elena Cerutti, Santa Bárbara do Sul, Rio Grande do Sul, Brazil	1559.0
-28.395833°,-052.690833°	Rodovia Governador Leonel de Moura Brizola, Santo Antônio do Planalto, Rio Grande do Sul, Brazil	1553.7
-27.941506°,-052.925431°	Rua Tiradentes, Sarandi, Rio Grande do Sul, Brazil	1564.1
50.745394°,007.767074°	Kirchstraße, Brunken Westerwald, Rhineland-Palatinate, Germany	1032.8
-28.625833°,-052.87°	Avenida 15 de Novembro, Tapera, Rio Grande do Sul, Brazil	1553.3
-23.511517°,-046.875959°	Travessa Celidônio Guerra, Barueri, São Paulo, Brazil	1492.7
-23.550278°,-046.633889°	Praça da Sé, São Paulo, São Paulo, Brazil	1461.9
-23.52264°,-046.836839°	Avenida Fernanda, Carapicuíba, São Paulo, Brazil	1496.6
-23.604167°,-046.919444°	Rua Etelvina, Cotia, São Paulo, Brazil	1480.6
-23.686111°,-046.610556°	unnamed road, Diadema, São Paulo, Brazil	1441.3
-23.648889°,-046.851944°	Rua da Emancipação, Embu das Artes, São Paulo, Brazil	1469.3
-23.832222°,-046.811667°	Rua Prudente de Morais, Embu-Guaçu, São Paulo, Brazil	1408.0
-23.717222°,-046.849444°	Ladeira Capitão de Morais, Itapecerica da Serra, São Paulo, Brazil	1445.2
-23.54919°,-046.93733°	Avenida Rubens Caramez, Itapevi, São Paulo, Brazil	1502.4
-23.527778°,-046.902778°	Avenida João Balhesteiro, Jandira, São Paulo, Brazil	1496.7
-23.932673°,-047.066769°	unnamed road, Juquitiba, São Paulo, Brazil	1338.0
-23.667778°,-046.460833°	Praça XXII de Novembro, Mauá, São Paulo, Brazil	1416.2
-23.531575°,-046.789888°	Avenida da Liberdade, Osasco, São Paulo, Brazil	1490.2
-23.397222°,-047.002778°	Rua Emerciana Santos Brito, Pirapora do Bom Jesus, São Paulo, Brazil	1494.7
-23.71364°,-046.413692°	Rua João Domingues de Oliveira, Ribeirão Pires, São Paulo, Brazil	1396.5
-23.745701°,-046.401957°	Rodovia Deputado Antônio Adlib Chammas, Rio Grande da Serra, São Paulo, Brazil	1376.5
-23.443889°,-046.917778°	Rua Maria de Araújo V. Silva, Santana de Parnaíba, São Paulo, Brazil	1505.3
-23.666726°,-046.532359°	Rua Caminho do Pilar, Santo André, São Paulo, Brazil	1436.0
-23.694445°,-046.565796°	Rua Alipio Corrêa Neto, São Bernardo do Campo, São Paulo, Brazil	1427.6
-23.622657°,-046.548856°	Rua Oriente, São Caetano do Sul, São Paulo, Brazil	1451.3
-23.852778°,-046.942778°	Rua Oito de Maio, São Lourenço da Serra, São Paulo, Brazil	1358.4
-23.548666°,-046.638252°	Rua José Bonifácio, São Paulo, São Paulo, Brazil	1459.1
-23.607527°,-046.75296°	Rua José Soares de Azevedo, Taboão da Serra, São Paulo, Brazil	1469.1
-23.602778°,-047.025833°	Rua Benedito Almeida de Oliveira, Vargem Grande Paulista, São Paulo, Brazil	1489.3
-18.988501°,-040.739125°	Rua Nossa Senhora Aparecida, Águia Branca, Espírito Santo, Brazil	1414.8
-19.055833°,-041.016944°	Rua Deolinda Clem, Alto Rio Novo, Espírito Santo, Brazil	1411.8
-19.534499°,-040.629256°	Rua Nilo Peçanha, Colatina, Espírito Santo, Brazil	1441.5
-19.251619°,-040.460204°	Rua Detroit, Governador Lindenberg, Espírito Santo, Brazil	1408.0
-19.412778°,-040.541944°	Rua José Brandão, Marilândia, Espírito Santo, Brazil	1382.6
-19.223332°,-040.84942°	Avenida José Nunes Miranda, Pancas, Espírito Santo, Brazil	1353.1
-19.934684°,-040.595672°	Rua Luiz Muller, Santa Teresa, Espírito Santo, Brazil	1346.7
-19.144444°,-040.622778°	Rua Valeriano Pagani, São Domingos do Norte, Espírito Santo, Brazil	1421.2
-19.016944°,-040.535833°	Rua Pedro Alvares Cabral, São Gabriel da Palha, Espírito Santo, Brazil	1415.2
-19.738889°,-040.656944°	Rua Atílio Dalla Bernardina, São Roque do Canaã, Espírito Santo, Brazil	1423.5
-18.997778°,-040.388889°	Rua Ademar Hoffman, Vila Valério, Espírito Santo, Brazil	1409.7
-21.879101°,-042.694853°	Rua São Geraldo, Além Paraíba, Minas Gerais, Brazil	1444.9
-20.427745°,-041.96453°	Rua Guilherme Sathler, Alto Jequitibá, Minas Gerais, Brazil	1433.5
-21.015833°,-042.108889°	Rua José Lopes de Barros, Antônio Prado de Minas, Minas Gerais, Brazil	1503.3
-20.666944°,-042.520833°	Rua Benvindo dos Anjos Macedo, Araponga, Minas Gerais, Brazil	1486.1
-21.616667°,-042.833333°	Rodovia Darcy Ferreira de Toledo, Argirita, Minas Gerais, Brazil	1471.2
-21.31335°,-042.862173°	unnamed road, Astolfo Dutra, Minas Gerais, Brazil	1488.9
-21.246388°,-042.2387°	Rua Antônio Afonso Ferreira, Barão de Monte Alto, Minas Gerais, Brazil	1508.1
-20.8°,-042.8°	unnamed road, Cajuri, Minas Gerais, Brazil	1479.4
-20.684238°,-042.625223°	Rua Juarez de Souza Carmo, Canaã, Minas Gerais, Brazil	1510.2
-20.166667°,-042.266667°	unnamed road, Caputira, Minas Gerais, Brazil	1440.8
-21.933889°,-042.608889°	Praça Getúlio Vargas, Carmo, Rio de Janeiro, Brazil	1466.7
-21.387536°,-042.698978°	Avenida Melo Viana, Cataguases, Minas Gerais, Brazil	1471.6
-20.856944°,-042.802778°	Praça Arthur Bernades, Coimbra, Minas Gerais, Brazil	1482.3
-21.456322°,-042.966419°	Rua Tenente Furtadinho, Descoberto, Minas Gerais, Brazil	1427.9
-20.99°,-043.003889°	Praça Padre Nélson Tafuri, Divinésia, Minas Gerais, Brazil	1480.1
-21.3°,-042.8°	unnamed road, Cataguarino, Minas Gerais, Brazil	1455.3
-20.2°,-041.8°	unnamed road, Durandé, Minas Gerais, Brazil	1466.4
-20.847965°,-042.659105°	Rua José Lourenço da Silva, Ervália, Minas Gerais, Brazil	1499.0
-21.1°,-042.186944°	Rua do Catete, Eugenópolis, Minas Gerais, Brazil	1478.1
-21.351944°,-043.046944°	MG-353, Guarani, Minas Gerais, Brazil	1506.5
-21.15°,-042.8°	Rua Vereador João R Marques, Guidoval, Minas Gerais, Brazil	1500.3
-21.009819°,-042.719719°	Rodovia MG-447, Guiricema, Minas Gerais, Brazil	1485.9
-21.4158°,-042.8178°	Rua Astolfo Dutra, Itamarati de Minas, Minas Gerais, Brazil	1459.4
-21.3739°,-042.4769°	Rodovia Santos Dumont, Laranjal, Minas Gerais, Brazil	1449.3
-21.520105°,-042.644647°	Rodovia Santos Dumont, Leopoldina, Minas Gerais, Brazil	1499.3
-20.440717°,-042.103198°	Avenida São Luiz Gonzaga, Luisburgo, Minas Gerais, Brazil	1408.7
-20.25806°,-042.03361°	unnamed road, Manhuaçu, Minas Gerais, Brazil	1401.9
-20.358286°,-041.958033°	Rua Trajano Lima, Manhumirim, Minas Gerais, Brazil	1408.1
-20.25°,-041.876944°	Rua Cota Emerick, Martins Soares, Minas Gerais, Brazil	1440.3
-20.283987°,-042.342491°	Rua João Fernandes, Matipó, Minas Gerais, Brazil	1470.0
-21.18265°,-043.340701°	Rua Adolfo Terra, Mercês, Minas Gerais, Brazil	1427.3
-20.890833°,-042.342778°	Rua Miguel Gonçalves, Miradouro, Minas Gerais, Brazil	1451.6
-21.2°,-042.616667°	Rua Alvísio Antunes Siqueira, Miraí, Minas Gerais, Brazil	1428.5
-21.133333°,-042.366667°	Rua Professor Geraldo Rodrigues, Muriaé, Minas Gerais, Brazil	1504.0
-21.375315°,-042.314228°	Praça da Matriz, Palma, Minas Gerais, Brazil	1457.8
-21.153151°,-042.214776°	Rua Felício Schetine Rosa, Patrocínio do Muriaé, Minas Gerais, Brazil	1497.8
-20.87438°,-042.982384°	Rua Capitão José Maurilio Valente, Paula Cândido, Minas Gerais, Brazil	1470.0
-20.6°,-042.716667°	unnamed road, Pedra do Anta, Minas Gerais, Brazil	1509.7
-20.816667°,-042.166667°	unnamed road, Pedra Dourada, Minas Gerais, Brazil	1456.7
-21.658839°,-042.347542°	Rua Malvina Fabrício, Pirapetinga, Minas Gerais, Brazil	1475.8
-21.283333°,-043.033333°	unnamed road, Piraúba, Minas Gerais, Brazil	1499.5
-21.533228°,-042.475963°	MG-454, Conceição da Boa Vista, Minas Gerais, Brazil	1491.9
-20.242347°,-041.983015°	unnamed road, Reduto, Minas Gerais, Brazil	1448.9
-21.457778°,-043.125°	MG-353, Rio Novo, Minas Gerais, Brazil	1472.5
-21.268959°,-043.184635°	Rua Januário Lima, Rio Pomba, Minas Gerais, Brazil	1460.2
-21.622738°,-043.017635°	Rua Coronel José Mendes, Rochedo de Minas, Minas Gerais, Brazil	1453.3
-21.2°,-042.866667°	unnamed road, Rodeiro, Minas Gerais, Brazil	1508.1
-20.974592°,-042.509765°	Rua Evaristo Benini, Rosário da Limeira, Minas Gerais, Brazil	1405.3
-20.383917°,-042.252061°	Rua Coronel Antonio Jose Soares, Santa Margarida, Minas Gerais, Brazil	1429.7
-21.286367°,-042.55576°	Rua Pereira de Amarante, Santana de Cataguases, Minas Gerais, Brazil	1459.5
-20.1°,-041.925°	unnamed road, Santana do Manhuaçu, Minas Gerais, Brazil	1432.8
-21.75998°,-042.818753°	Rua Adelaide de Andrade, Santo Antônio do Aventureiro, Minas Gerais, Brazil	1432.4
-20.918661°,-042.828065°	Rua Vereador Gentil Ferreira da Costa, São Geraldo, Minas Gerais, Brazil	1474.9
-20.393889°,-042.15°	Rua Adolfo Moreira Bastos, São João do Manhuaçu, Minas Gerais, Brazil	1410.1
-21.539169°,-043.008708°	Rua Comendador José Soares, São João Nepomuceno, Minas Gerais, Brazil	1466.3
-20.7°,-042.716667°	unnamed road, São Miguel do Anta, Minas Gerais, Brazil	1505.6
-21.071944°,-042.635833°	Avenida Afonso Alves Pereira, São Sebastião da Vargem Alegre, Minas Gerais, Brazil	1452.9
-21.8°,-042.933333°	unnamed road, Senador Cortes, Minas Gerais, Brazil	1419.9
-20.919545°,-043.100901°	MG-280, Senador Firmino, Minas Gerais, Brazil	1466.1
-20.471236°,-042.48519°	Rua Primeiro de Março, Sericita, Minas Gerais, Brazil	1440.9
-21.166667°,-043.2°	unnamed road, Silveirânia, Minas Gerais, Brazil	1426.5
-20.122611°,-042.002134°	Praça Getulio Vargas, Simonésia, Minas Gerais, Brazil	1401.7
-22.048512°,-042.672421°	Rua Alfredo Chaves, Sumidouro, Rio de Janeiro, Brazil	1453.4
-21.358889°,-043.247778°	Rua José Euríco de Tolêdo, Tabuleiro, Minas Gerais, Brazil	1468.7
-21.175°,-043.017778°	Praça Mesquita Barros, Tocantins, Minas Gerais, Brazil	1489.7
-21.12°,-042.942778°	Praça São Januário, Ubá, Minas Gerais, Brazil	1495.4
-20.754798°,-042.881473°	Rua Sebastião Lopes Carvalho, Viçosa, Minas Gerais, Brazil	1462.2
-20.864171°,-042.245734°	unnamed road, Vieiras, Minas Gerais, Brazil	1458.7
-21.00924°,-042.839934°	Rua Voluntários da Pátria, Visconde do Rio Branco, Minas Gerais, Brazil	1502.0
-20.447778°,-052.877778°	Rua Doutor Munir Thomé, Água Clara, Mato Grosso do Sul, Brazil	1654.3
-18.325897°,-053.709435°	Avenida Darlindo José Carneiro, Alcinópolis, Mato Grosso do Sul, Brazil	1678.9
-23.104717°,-055.232387°	Rua Tiradentes, Amambai, Mato Grosso do Sul, Brazil	1603.3
-20.483683°,-055.80592°	Rua 27 de Julho, Anastácio, Mato Grosso do Sul, Brazil	1640.9
-22.152778°,-053.770833°	Rua José Lucas Filho, Angélica, Mato Grosso do Sul, Brazil	1639.3
-22.191111°,-055.964167°	MS-384, Antônio João, Mato Grosso do Sul, Brazil	1630.7
-20.086944°,-051.093889°	Rua Francisco de Queiroz, Aparecida do Taboado, Mato Grosso do Sul, Brazil	1701.2
-20.470833°,-055.786944°	Rua Joaquim Nabuco, Aquidauana, Mato Grosso do Sul, Brazil	1637.9
-22.949994°,-055.629925°	Rua Dois de Maio, Aral Moreira, Mato Grosso do Sul, Brazil	1605.5
-19.917222°,-054.363889°	Rua Arthur Bernardes, Bandeirantes, Mato Grosso do Sul, Brazil	1650.8
-21.713889°,-052.421944°	Avenida Campo Grande, Bataguassu, Mato Grosso do Sul, Brazil	1659.1
-22.295°,-053.270833°	Rua Izaias Inácio de Almeida, Batayporã, Mato Grosso do Sul, Brazil	1631.1
-22.088899°,-056.524257°	Rua Barão do Ladário, Bela Vista, Mato Grosso do Sul, Brazil	1598.0
-20.548618°,-056.673435°	Rua Pereira Souto, Bodoquena, Mato Grosso do Sul, Brazil	1625.7
-21.128382°,-056.483978°	Rua 15 de Novembro, Bonito, Mato Grosso do Sul, Brazil	1619.2
-22.632832°,-054.825929°	Rua Manuel F de Araújo, Caarapó, Mato Grosso do Sul, Brazil	1625.6
-19.530833°,-054.043889°	Rua Pedro Celestino, Camapuã, Mato Grosso do Sul, Brazil	1659.8
-20.462222°,-054.611111°	Rua Pedro Celestino, Campo Grande, Mato Grosso do Sul, Brazil	1644.4
-22.013889°,-057.023889°	Rua Maurilio Godoy, Caracol, Mato Grosso do Sul, Brazil	1582.4
-19.112451°,-051.734483°	unnamed road, Cassilândia, Mato Grosso do Sul, Brazil	1689.2
-18.793889°,-052.622778°	Avenida Quatro, Chapadão do Sul, Mato Grosso do Sul, Brazil	1661.8
-19.831944°,-054.828889°	unnamed road, Corguinho, Mato Grosso do Sul, Brazil	1640.1
-23.273916°,-055.534865°	Rua João Ponce de Arruda, Coronel Sapucaia, Mato Grosso do Sul, Brazil	1600.5
-19.008889°,-057.652778°	Rua 7 de Setembro, Corumbá, Mato Grosso do Sul, Brazil	1617.6
-18.508189°,-054.758803°	Rua Viriato Bandeira, Coxim, Mato Grosso do Sul, Brazil	1642.5
-22.275787°,-054.164396°	Rua Pedro Augusto Oliveira, Deodápolis, Mato Grosso do Sul, Brazil	1637.3
-20.68934°,-055.286009°	Avenida Reginaldo Lemes da Silva, Dois Irmãos do Buriti, Mato Grosso do Sul, Brazil	1647.7
-22.04118°,-054.611284°	Rua Domingos da Silva, Douradina, Mato Grosso do Sul, Brazil	1632.4
-22.220833°,-054.805833°	Rua Monte Alegre, Dourados, Mato Grosso do Sul, Brazil	1627.8
-24.52°,-048.108056°	Rua Romão de França, Eldorado, São Paulo, Brazil	1254.6
-22.373889°,-054.513889°	Rua Mélvin Jones, Fátima do Sul, Mato Grosso do Sul, Brazil	1624.1
-18.681513°,-053.636255°	MS-223, Figueirão, Mato Grosso do Sul, Brazil	1681.4
-22.417428°,-054.232129°	Rua Bento Machado Lobo, Glória de Dourados, Mato Grosso do Sul, Brazil	1629.0
-21.456264°,-056.107704°	Rua Quinze de Novembro, Guia Lopes da Laguna, Mato Grosso do Sul, Brazil	1625.2
-23.68°,-054.560833°	Rua Valêncio de Brun, Iguatemi, Mato Grosso do Sul, Brazil	1593.3
-19.728299°,-051.925612°	Rua Coronal Gustavo Rodrigues da Silva, Inocência, Mato Grosso do Sul, Brazil	1674.1
-22.081003°,-054.786294°	Rua Pedro Celestino Correa da Costa, Itaporã, Mato Grosso do Sul, Brazil	1623.3
-23.473889°,-054.185°	Rua São Caobianco, Itaquiraí, Mato Grosso do Sul, Brazil	1606.5
-22.305°,-053.815°	Avenida Antônio Travain, Ivinhema, Mato Grosso do Sul, Brazil	1633.1
-23.890833°,-054.403889°	Rua Iguatemi, Japorã, Mato Grosso do Sul, Brazil	1605.0
-20.141944°,-054.398889°	unnamed road, Jaraguari, Mato Grosso do Sul, Brazil	1653.5
-21.48°,-056.137778°	Rua Tenente Ary Rodrigues, Jardim, Mato Grosso do Sul, Brazil	1622.1
-22.481944°,-054.302778°	Avenida Bernadete Santos Leite, Jateí, Mato Grosso do Sul, Brazil	1632.4
-22.86179°,-054.60647°	Rua Pedro Alvares Cabral, Juti, Mato Grosso do Sul, Brazil	1612.3
-19.005°,-057.601944°	Alameda Carlos José de Figueredo, Ladário, Mato Grosso do Sul, Brazil	1614.0
-22.545833°,-055.15°	MS-379, Laguna Carapã, Mato Grosso do Sul, Brazil	1624.5
-21.613889°,-055.167778°	Avenida Marechal Deodoro, Maracaju, Mato Grosso do Sul, Brazil	1624.2
-20.239684°,-056.38408°	Avenida João Pedro Pedrossian, Miranda, Mato Grosso do Sul, Brazil	1626.3
-23.937778°,-054.270833°	unnamed road, Mundo Novo, Mato Grosso do Sul, Brazil	1599.9
-23.065°,-054.190833°	Avenida Weimar Goncalves Torres, Naviraí, Mato Grosso do Sul, Brazil	1612.1
-21.15547°,-055.831428°	Rua Padre Nilo Sheridan, Nioaque, Mato Grosso do Sul, Brazil	1621.5
-21.465833°,-054.383889°	unnamed road, Nova Alvorada do Sul, Mato Grosso do Sul, Brazil	1626.1
-22.232778°,-053.342778°	unnamed road, Nova Andradina, Mato Grosso do Sul, Brazil	1633.6
-22.668889°,-053.86°	unnamed road, Novo Horizonte do Sul, Mato Grosso do Sul, Brazil	1620.9
-19.05222°,-052.96833°	MS-316, Paraíso das Águas, Mato Grosso do Sul, Brazil	1659.6
-19.672448°,-051.195903°	Rua Batista Bezerra, Paranaíba, Mato Grosso do Sul, Brazil	1690.6
-23.889755°,-055.430357°	unnamed road, Paranhos, Mato Grosso do Sul, Brazil	1584.9
-18.100833°,-054.551944°	Rua Alagoas, Pedro Gomes, Mato Grosso do Sul, Brazil	1651.3
-22.536335°,-055.721908°	Rua Calógeras, Ponta Porã, Mato Grosso do Sul, Brazil	1617.3
